freq,citizen,age,sex,unit,geo,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 ,2025 
A,NEU28_FOR,Y55-59,M,PC,PL,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,PT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,RO,: ,: u,: u,: u,: u,: u,: ,: ,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,RS,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,SE,: ,: u,: u,: u,: u,: u,: ,29.7 u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,SI,: ,4.2 u,7.7 u,: u,: u,1.9 u,: ,: u,19.3 u,23.3 u,15.3 u,3.0 u
A,NEU28_FOR,Y55-59,M,PC,SK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,TR,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,M,PC,UK,: ,: u,: u,: u,: u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,AT,: ,33.4 u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,BE,: ,: u,: u,: u,: u,: u,48.5 u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,BG,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,CH,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,CY,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,CZ,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,DE,: ,: u,: u,: u,: u,: u,27.7 b,25.0 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,DK,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EA,: ,: ,: ,: ,: ,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EA19,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EE,: ,15.2 ,12.6 ,14.2 ,12.9 ,18.5 u,12.1 ,17.8 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EL,: ,17.5 u,17.0 u,15.7 ,13.8 ,26.4 u,22.8 u,11.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,ES,: ,: u,43.0 u,29.1 u,17.2 u,6.3 u,20.1 u,32.9 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EU,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EU27_2020,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,EU28,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,FI,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,FR,: ,: u,: u,: u,: u,: u,59.4 bu,41.5 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,HR,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,HU,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,IE,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,IS,: ,: u,: u,: u,: u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,IT,: ,14.9 u,9.8 u,9.2 u,12.4 u,3.8 u,: u,1.1 pu,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,LT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,LU,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,LV,: ,10.9 ,10.8 ,18.5 ,21.2 ,17.4 ,13.8 ,10.0 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,MK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,MT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,NL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,NO,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,PL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,PT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,RO,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,RS,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,SE,: ,: u,: u,: u,: u,: u,: u,29.1 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,SI,: ,4.2 u,7.7 u,: u,: u,1.9 u,0.0 u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,SK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,TR,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,M,PC_Y_LT65,UK,: ,: u,: u,: u,: u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC,AL,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: ,: 
A,NEU28_FOR,Y55-59,T,PC,AT,: ,39.0 u,32.4 u,53.0 u,36.6 u,19.9 u,: ,18.0 u,23.7 u,32.4 u,14.6 u,26.3 u
A,NEU28_FOR,Y55-59,T,PC,BE,: ,: u,74.7 u,77.0 u,43.6 u,44.8 bu,47.4 u,47.6 u,42.1 u,35.0 u,48.9 u,: u
A,NEU28_FOR,Y55-59,T,PC,BG,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,CH,18.1 u,14.9 u,15.8 u,10.8 u,20.3 u,38.5 u,29.2 u,25.2 u,8.6 u,19.6 u,13.8 u,: 
A,NEU28_FOR,Y55-59,T,PC,CY,: ,10.8 u,4.4 u,5.6 u,14.8 u,29.3 u,12.4 u,26.4 u,13.3 u,4.4 u,4.7 u,5.0 u
A,NEU28_FOR,Y55-59,T,PC,CZ,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,DE,: ,: u,: u,: u,: u,: u,29.3 b,28.2 ,24.5 ,24.8 ,31.6 ,28.9 
A,NEU28_FOR,Y55-59,T,PC,DK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,EA,: ,: ,: ,: ,: ,: ,: ,24.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC,EA19,: ,: u,: u,: u,: u,: u,: ,24.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC,EA20,: ,: u,: u,: u,: u,: u,29.9 u,24.4 u,20.9 u,24.0 u,23.0 u,24.0 u
A,NEU28_FOR,Y55-59,T,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,24.1 u
A,NEU28_FOR,Y55-59,T,PC,EE,: ,14.4 ,17.7 ,15.6 ,18.0 ,13.8 ,: ,12.8 ,16.1 u,16.7 u,9.4 u,2.2 u
A,NEU28_FOR,Y55-59,T,PC,EL,: ,21.0 ,21.2 ,22.5 ,20.8 ,30.1 ,: ,16.4 ,19.1 u,24.5 ,18.8 ,12.6 
A,NEU28_FOR,Y55-59,T,PC,ES,: ,11.9 u,28.1 ,20.6 ,10.5 ,9.9 ,: ,32.7 ,17.9 ,13.8 ,16.5 ,16.0 
A,NEU28_FOR,Y55-59,T,PC,EU27_2020,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,FI,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,FR,: ,30.5 u,30.6 u,37.8 u,42.8 u,50.8 u,: ,32.6 ,28.9 p,34.3 ,28.9 ,35.7 
A,NEU28_FOR,Y55-59,T,PC,HR,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,HU,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,IE,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,IS,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC,IT,: ,7.2 ,16.0 ,12.5 ,12.9 ,10.5 ,: ,7.5 ,10.1 ,19.1 ,10.6 ,13.3 
A,NEU28_FOR,Y55-59,T,PC,LT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,LU,: ,: u,17.7 bu,43.1 u,39.7 u,32.1 u,: ,34.8 bu,: u,16.1 u,22.7 u,26.9 bu
A,NEU28_FOR,Y55-59,T,PC,LV,: ,15.3 ,13.6 ,17.9 ,17.6 ,15.3 ,: ,11.7 ,13.7 ,17.2 ,19.4 ,11.8 
A,NEU28_FOR,Y55-59,T,PC,ME,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: ,: 
A,NEU28_FOR,Y55-59,T,PC,MK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: 
A,NEU28_FOR,Y55-59,T,PC,MT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,9.0 u
A,NEU28_FOR,Y55-59,T,PC,NL,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,NO,: ,: u,: u,: u,: u,: u,: ,: ,: ,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,PL,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,PT,: ,: u,: u,: u,: u,: u,: ,: u,: u,6.1 u,10.2 u,4.4 u
A,NEU28_FOR,Y55-59,T,PC,RO,: ,: u,: u,: u,: u,: u,: ,: ,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,RS,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,SE,: ,: u,: u,: u,: u,: u,: ,40.5 u,37.1 u,29.6 u,24.9 u,26.1 u
A,NEU28_FOR,Y55-59,T,PC,SI,: ,8.1 u,7.9 u,23.7 u,8.9 u,1.6 u,: ,22.6 u,22.1 u,33.0 u,17.4 u,5.0 
A,NEU28_FOR,Y55-59,T,PC,SK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,TR,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-59,T,PC,UK,: ,: u,20.4 u,: u,14.7 u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,AT,: ,39.0 u,32.4 u,53.0 u,36.6 u,19.9 u,13.7 u,18.0 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,BE,: ,: u,74.7 u,77.0 u,43.6 u,45.7 bu,47.6 u,45.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,BG,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,CH,: ,14.9 u,15.8 u,10.8 u,20.3 u,38.5 u,29.2 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,CY,: ,10.8 u,4.4 u,5.6 u,14.8 u,34.0 u,12.4 u,25.6 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,CZ,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,DE,: ,: u,: u,: u,: u,: u,29.3 b,27.6 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,DK,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EA,: ,: ,: ,: ,: ,: u,30.0 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,: u,30.0 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EA19,: ,: u,: u,: u,: u,: u,30.0 u,24.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EE,: ,14.4 ,17.7 ,15.6 ,18.0 ,13.8 ,9.0 ,12.8 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EL,: ,21.0 ,21.2 ,22.5 ,20.8 ,30.1 ,25.6 ,16.4 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,ES,: ,11.9 u,28.1 ,20.6 ,10.5 ,9.9 ,25.2 ,32.7 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EU,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EU27_2020,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,EU28,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,FI,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,FR,: ,30.5 u,30.6 u,37.8 u,42.8 u,50.8 u,53.2 bu,32.6 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,HR,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,HU,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,IE,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,IS,: ,: u,: u,: u,: u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,IT,: ,7.2 ,16.0 ,12.5 ,12.9 ,10.5 ,15.8 ,7.5 p,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,LT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,LU,: ,: u,17.7 bu,43.1 u,39.7 u,32.1 u,: u,34.8 bu,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,LV,: ,15.3 ,13.6 ,17.9 ,17.6 ,15.3 ,15.1 ,11.7 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,24.9 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,MK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,MT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,NL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,NO,: ,: u,: u,: u,: u,: u,33.9 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,PL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,PT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,RO,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,RS,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,SE,: ,: u,: u,: u,: u,: u,: u,40.4 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,SI,: ,8.1 u,7.9 u,23.7 u,8.9 u,1.6 u,5.3 u,22.6 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,SK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,TR,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-59,T,PC_Y_LT65,UK,: ,: u,20.4 u,: u,14.7 u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC,AL,: ,: ,: ,: ,: ,: ,: ,: ,: u,: u,: ,: 
A,NEU28_FOR,Y55-64,F,PC,AT,: ,: u,51.5 u,56.0 u,: u,: u,: ,26.2 u,20.8 u,: u,15.3 u,27.6 u
A,NEU28_FOR,Y55-64,F,PC,BE,: ,: u,: u,: u,44.7 u,48.6 bu,44.3 u,64.6 u,: u,21.0 u,40.0 u,: u
A,NEU28_FOR,Y55-64,F,PC,BG,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,CH,: u,12.2 u,12.9 u,3.2 u,23.1 u,19.6 u,9.3 u,34.8 u,9.6 u,7.9 u,0.0 u,: 
A,NEU28_FOR,Y55-64,F,PC,CY,: ,: u,6.4 u,5.6 u,12.2 u,36.7 u,10.1 u,16.7 u,12.4 u,7.9 u,9.4 u,3.9 u
A,NEU28_FOR,Y55-64,F,PC,CZ,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,DE,: ,: u,: u,: u,: u,: u,32.9 b,31.5 ,31.9 ,32.7 ,41.4 ,37.0 
A,NEU28_FOR,Y55-64,F,PC,DK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,26.6 u
A,NEU28_FOR,Y55-64,F,PC,EA,: ,: ,: ,: ,: ,: ,: ,27.6 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC,EA19,: ,: u,: u,: u,: u,: u,: ,27.6 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC,EA20,: ,: u,: u,: u,: u,: u,: u,27.6 u,25.8 u,28.1 u,28.4 u,29.5 u
A,NEU28_FOR,Y55-64,F,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,29.6 u
A,NEU28_FOR,Y55-64,F,PC,EE,: ,16.0 ,21.0 ,15.9 ,19.7 ,10.2 ,: ,10.0 u,8.5 u,16.9 u,2.4 u,16.3 u
A,NEU28_FOR,Y55-64,F,PC,EL,: ,22.4 u,29.8 ,33.3 ,32.5 ,34.2 ,: ,33.0 ,25.1 u,29.4 ,24.6 ,19.6 
A,NEU28_FOR,Y55-64,F,PC,ES,: ,29.1 u,21.8 ,22.3 ,22.4 ,18.7 ,: ,34.3 ,23.1 ,18.4 ,20.4 ,22.3 
A,NEU28_FOR,Y55-64,F,PC,EU27_2020,: ,: ,: ,: ,: ,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,FI,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,FR,: ,50.5 u,21.7 u,23.6 u,30.6 u,44.0 u,: ,30.3 ,32.1 p,40.9 u,35.5 u,40.5 
A,NEU28_FOR,Y55-64,F,PC,HR,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,HU,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,IE,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,IS,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC,IT,: ,3.4 ,15.7 ,11.5 ,16.1 ,10.7 ,: ,14.4 ,13.1 ,18.1 ,14.3 ,13.6 
A,NEU28_FOR,Y55-64,F,PC,LT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,LU,: ,: u,30.9 bu,57.9 u,49.5 u,34.6 u,: ,29.1 bu,: u,: u,17.2 u,28.1 bu
A,NEU28_FOR,Y55-64,F,PC,LV,: ,21.3 ,14.7 ,18.1 ,14.0 ,9.6 ,: ,15.4 ,21.0 ,23.3 ,18.9 ,22.0 
A,NEU28_FOR,Y55-64,F,PC,ME,: ,: ,: ,: ,: ,: ,: ,: u,: u,: u,: ,: 
A,NEU28_FOR,Y55-64,F,PC,MK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: 
A,NEU28_FOR,Y55-64,F,PC,MT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,NL,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,NO,: ,: u,: u,: u,: u,: u,: ,: ,: ,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,PL,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,PT,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,25.5 u,8.1 u
A,NEU28_FOR,Y55-64,F,PC,RO,: ,: u,: u,: u,: u,: u,: ,: ,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,RS,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,SE,: ,: u,: u,: u,: u,: u,: ,53.7 u,: u,30.9 u,44.8 u,43.8 u
A,NEU28_FOR,Y55-64,F,PC,SI,: ,: u,10.7 u,: u,: u,: u,: ,: u,24.0 u,: u,25.8 u,15.4 u
A,NEU28_FOR,Y55-64,F,PC,SK,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,: u
A,NEU28_FOR,Y55-64,F,PC,TR,: ,: u,: u,: u,: u,: u,: ,: u,: u,: u,: u,54.6 u
A,NEU28_FOR,Y55-64,F,PC,UK,: ,: u,: u,: u,: u,: ,: ,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,AT,: ,: u,51.5 u,56.0 u,: u,: u,26.4 u,26.2 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,BE,: ,: u,: u,: u,44.7 u,50.0 bu,45.1 u,64.7 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,BG,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,CH,: ,12.2 u,12.9 u,3.2 u,23.1 u,19.6 u,9.3 u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,CY,: ,: u,6.4 u,5.6 u,12.2 u,39.3 u,10.1 u,15.7 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,CZ,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,DE,: ,: u,: u,: u,: u,: u,32.9 b,31.4 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,DK,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EA,: ,: ,: ,: ,: ,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,: u,: u,: ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EA19,: ,: u,: u,: u,: u,: u,: u,27.6 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EE,: ,16.0 ,21.0 ,15.9 ,19.7 ,10.2 ,10.9 ,10.0 u,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EL,: ,22.4 u,29.8 ,33.3 ,32.5 ,34.2 ,29.8 ,33.0 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,ES,: ,29.1 u,21.8 ,22.3 ,22.4 ,18.7 ,44.4 ,34.3 ,: ,: ,: ,: 
A,NEU28_FOR,Y55-64,F,PC_Y_LT65,EU,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: ,: 
